Comment,Sentiment
having shot canon for 20 years i switched the nikon in 2016 love both brands but prefered the nikon ergonomics with the dual command dials rather than the canon methodology of the 4 buttons on the top plate r5 really improved that but i love the isoless nature of the nikon sensors canon is getting better in that regard but still behind nikon and sony,1
hey marques i know these sound insignificant but since you rarely update your little donglesaccessories that you carry around and your apps on your home screens i think it would be interesting to get a little maybe quarterly series where you talk about any changes and what youd like to see changedsimplified with those work flows just an idea,1
mkbhd im a photographer and use the peak edc v2 im impressed you got a 16 into the 20l im sure its a snug fit and doesnt leave alot of room for a ipad too wanted to give you a little tip i found on that bag here goes the main compartment has a pass through to the top zip area where phones airpods etc go you just have to fish a cable through the corner i do this by unzipping the side compartment enough to fish through the cable it makes it so i can leave a pass through usb travel battery charger with folding prongs that means i plug in all my devices when theyre in the zip area laptop phone tablet and airpods and they all get charge from the battery and when i get to the hotel late i just plug one one cable into the wall outlet and i hear all my devices chime in unison that they are now charging neatly in place not only that when theyre done charging the battery starts charging i wake up with everything ready to go hope you enjoy trying this out,1
would love to see an edcdaily tech for everyone else in the studio,1
marquess reaction was genuine here he was excited to know as what will come out of his bag next ,1
i went to check out the opal camera because i need a webcam upgrade and it looked pretty legit i loved everything i saw on the site up until the point of the 4month fee to use their software on a 300 webcam i think ill just get a capture card for my mirrorless or pick up a logi webcam instead other than that nice tech kit also yeah your experience with the pixel 6 mirrors my past experience with pixel phones i got one to try something different to the iphone and i loved it for a few months i tried a few customizations but found that leaving it stock was generally the best experience for me then it started unexpectedly slowing down or apps would wig out and crash on me out of nowhere or the camera just wouldnt or it would reboot in the middle of doing something,1
you are carrying great tech and it makes total sense that you are rellying more and more on apple their ecosystem is really good i am an android user and dont stick to just one brand but my wife is allapple and she really likes how seemless everything is cool stuff marques,1
hey marques can you do an updated “the ecosystem explained” i think a lot of viewers would appreciate a video not only for apple side of the ecosystem but also android seeing as though a lot of new products are coming out in support for easy use for androids love all your videos btw ,1
i can see that exoskeleton helping people with limited mobility in the future its a marvelous piece of tech thanks for giving us a glimpse of things to come,1
the exoskeleton probably wouldn’t be affordable for everyone to use and may have long term effects but i think it would be amazing for rehabilitation and other medical related use,1
ive got that azeron keypad highly recommend it for all kinds of applications where quickness is ideal but especially for gaming highly highly you can even find certain models on amazon usually i ordered mine from the factory for the color scheme and one of the newer designs the one on this video is the original design which im sure is still just as phenomenal but my fingers twitch randomly sometimes so having the buttons above the knuckle could have been a problem,1
the game pad that you highlighted actually is already available i am a right arm amputee and also a big gamer and was considering buying it but it’s over 200 us and you would still need a mouse also i have already become very proficient using a standard controller for gaming already and mostly mostly use an xbox controller for my pc so i decided it wasn’t worth it but it’s still a very good design in my opinion and i would love to see how it feels to use irl just not at that price point lol,1
cyborg game controller looks pretty neat i am from from latvia and that company makes pretty high end gaming gear expensive too,1
i will forever appreciate this channel youve helped me and my family a lot your videos advice lessons and funny words are inspirational and helpful to us my husband and i have been able to minimal conscious in spending saving and investing wisely i now earn every week youre such a blessing to this generation we all love you,1
man to think one day i might be able to own a dehumidifier and a battery wow,1
yes the game pad is incredibly convenient but incredibly expensive so seemingly lower quality production than its competitors that being said i would sure love to have one,1
when someone tells a lie deep down they know this is wrong they have no compassion,0
when you as an employee are fired from a company and the reasons they are giving you are “poor performance or lack of culture fit” trust me when i tell you the real reasons are not disclosed been there done that companies lie hr works for the company and also lies and a corporation hierarchy matters when you lawyer up is when they start taking you a bit more seriously,0
great daily blog you all do a great job picking the most relevant daily headline to cover such a high level discussion in such a short clip i watch or listen every day,1
the market cycle still hasnt met its balance we keep going round in circles while waiting for that huge blow out on a huge support but in the mean time we could always ignore the market ups and downs and stay fully invested big thanks to lily alice for helping me earn over 14 btc by implementing her method and following her guide,1
all the musk haters who said he was doing this for laughs are salty rn,0
thank you for this report well done and very helpful,1
most tech companies let things like this slide all the time…,0
karma hit twitter hard ,0
when it comes to a person journalist slander up and down when it’s a company you say they are allegations,0
“once you spend 5 to 10 grand on magic cards you kinda don’t wanna pay for them anymore” really hits home for me,0
its almost impressive how many ltt employees even with a 5k upgrade have the jankiest setups i have ever seen,1
just a note on the screw driver put some extended bits with it or a smaller precision screw driver in the set with it its very common for some screws to be deep in a hole and having those small bits into hex end wont go in far enough down the hole to extract screw i see this allot on laptops controllers that kinda thing sunk in screws suck,0
ltt extreme tech upgrades will never not be absolutely funny and somewhat informative,1
i think one of the things i love the most about these intel extreme upgrades is linus learning and getting angry at his employees for everything about their lives,1
this episode has me cracking up hard love the rabbit hole that nick has gone down with the keyboard mods respect,1
i love how even linus doesnt want to fit all those hard drives in in a such a jank way im with you linus ill do a lot to make things easier but thats a bit too far xd,1
i love his space its messy full of things that he could throw away if he really went through it all but its a catalog of and container for life as hes living it rather than just a show piece,1
after seeing the macro pad i was checking out their website and loved all their products ive wanted a product like this for when i stream to make it easier and this here is just what i need its a great product and id love it for my setup,1
very surprised with this months list considering how every single item in the list feels like it could go with my setup or just seems super cool to me usually theres one or two items that i dont think id personally find useful but i am 100 adding all these items to my wishlist,1
i absolutely loved the hoto laser measuring tool as an engineering student i am constantly measuring objects and like using various rulers i would love to own one of these hoto laser measuring tools for sure also this months list particularly caught my eye as everything listed seems like something i would want to purchase in the near future,1
so many great products on this list these are all incredibly practical too especially the macropad the abililty to customize literally every aspect of it is killer,1
the hoto laser was a pretty good change of pace loved it feels very complementary to the theme of office gadgets keep em coming ideas specific underdesk drawers and other more “furniture” alike stuff that will make your setup noice,1
just discovered your channel and the series going to be watching your older ones today while working that macro pad is really cool that would definitely be something id pick up and use,1
that macropad looks killer been looking for a segue into custom keyboards for a while and that seems like a great place to start looks like it would be incredibly useful for both work and personal applications too which is a huge plus would love to have one in the near future,1
i’ve actually been looking for macro pads recently and you just upload the very thing i needed i love that you can customize it to fit your aesthetic truly a must have for any setup,1
that macropad looks so  love the customisation of it all,1
arun this product killed over a hundred people also arun 7 out of 10,0
arun this product destroyed the entirety of earth also arun 6 out of 10 fail,0
man i seriously love this series and the fact that you buy these failed products steps thing up a notch,1
great to see you including a wider variety of stuff in these videos beyond just electronic devices especially the pharmaceutical industry if youre going to include banned medications then the top of the list in your next video should be thalidomide what it did was absolutely tragic it was banned decades ago yet people are still suffering and living with severe disabilities to this day thousands of families destroyed and lives lost too,0
this is such a good video arun the amount of research locations and editing that this video needed is enormous thank you for doing this ,1
arun looks so fit now im glad to see him taking care of himself too,1
there was also another problem with the fitbit when some of the straps would irritate your skin and leave a rash and still the company hasnt dealt with it yet,0
1035 this is a common misconception while part of the reason was the battery being too thin the main issue was a manufacturing defect in the corner of most of the batteries at launch which was a tiny dent in the top left corner this would cause the battery to eventually short out as the dent caused both terminals to eventually touch each other most peoples phones were exploding while fast charging which was likely due to the increased power going through the battery and lithiumion batteries do not take well to being shorted out like that edit normally defects of that scale would be perfectly fine and would never cause issues but they made the battery too thin meaning it shorted it out easier just wanted to clarify that,0
i now know i like this guy i at first thought i had some type of prejudicial dislike of him maybe because he was too smooth and that goes against my grain but i love this guy because he does seem to care about things and many of them seem not to be regarding how much money he can make off of a ad for a person it seems as his reviews are sincere and these seem not to have to do with what ive seen only from him which is technology i really love the fact that this guy cares about peoples safety and he brings up some safety issues which people should be concerned about if they have children especially with the toys and the baby monitors yeah this guy is getting a big a from me,1
im hoping this video will blow you away so much work has gone into it and so many people have been fed because of it  to check out the tiniest tech,1
i really appreciate this shaq episode and the effort that went into making it normal looking things scaled up seems much like mrbeast kinda thing think u got inspired by him i have seen the giant toblerone before in sorted the incredible cooking channel has shown the chocolate bar in their occasion based pretentious product series it cost may be 70 poundsbut what u showed is probably bigger than sorted oneits actually cool and it is my favourite chocolate bar too,1
those earbuds are actually pretty cool decorate it somewhere good and it’d act like good speakers,1
i actually have a mousemat that came with my desk thats larger than the one you have its specifically designed to cover the entire surface of the 55 inch desk since its a desk built for gaming,1
wow i never seen technology that big before,1
i have so much respect for you feeding the homeless with the cake,1
if gaiman decides to start a youtube channel to talk about myths and history i would definitely watch that,1
i know this isnt entirely uncommon with authors but ive always loved how much neil gaiman feels like a neil gaiman character,1
you know it’s gonna be great when he says “unless it’s a furry minotaur” and then specified that this is going to be great,1
its nice to see mr gaiman talk about death as being kind his friend and occasional coauthor terry pratchett wrote about death in the same way,1
i love hearing neil speak and explain things he’s such a character ,1
i have been in love with mr gaiman for decades and i couldnt click on this video fast enough major thanks to wired for this video and major thanks to mr gaiman for doing this for all us fans who cant get enough of him,1
i love how he sings his words ragnarok essennntially beginnnnnnns with everything going wrong,1
you can tell hes serious about his craft but not obnoxious about it the best you can hope for,1
hes really respectful of people enjoying sushi differently class act,1
nothing should look sad it should look bright good to know when the aliens come down looking for human sashimi they wont be coming after me,1
you can tell he smiles all the time he just has a happy atmosphere,1
i love how positive this guy is never says a bad word about anyone made me feel like im not stupid even when hes dispelling my wildly inaccurate preconceptions,1
as long as people understand that this is not traditional chefs have the creative freedom to do whatever they want pitty so many prefer to gatekeep stuff and belittle others who merely do things differently respect to taka sakaeda what a lovely person,1
i am so glad i got to see a sushi chef refer to sushi as finger food i am tired of the snobs looking at me weird every time i decide to just pick up a piece and eat it,1
really appreciate you taking the time and effort of putting it out there look forward to watching more of your great content in the past two years assets like gold 7 nasdaq 19 and sp 29 have all lagged behind the usd monetary inflation rate m2 money supply is up 36 while bitcoin has appreciated 229 during the same period my stock portfolio over the last 2 years is massively down against my bitcoin using thomas fuller strategy in my view bitcoin has been one of the best holds during this uncertain market my bitcoin portfolio have been on a rise although the rates are capricious wiping out some of my profits i still have about 914 btc worth of crypto assets i can take a drop down to 20k and still be doing better than my stock portfolio ive stopped buying most stocks im dcaing into bitcoin and im hoarding cash that will go entirely into bitcoin if theres another good drop,1
the record ill love to break is becoming the first millionaire in my family history ive read about people coming from the dirt to making over 2millions in few years and id love to know how to build wealth and amass good profit against all odds,1
last week they said to sell it all now they say buy glad i never listen to these frauds,0
can definitely vouch for the switch grip i used to never play handheld mode because of how uncomfortable it was now i do it all the time with the grip,1
dude that battery swap alone would sell me over the sony h9 steelseries hit it hard with that feature i wish more peripherals had that ability,1
its a great month for tech with a lot of cool and reliable products love em all,1
i gotta admit that steelseries headset is next level also the switch grip being under 20 is a steal,1
the oivo grip is amazing have one for my v2 switch as well,1
the music in the background is just a classic for this channel love it,1
best part about the novas is being able to use the switch with it since it has bt i go from pc play some ps5 then go off the grid with the switch all on one headset it’s amazing,1
when we moved to home working i got the logitech mx master 3 it’s been great as an all round mouse i miss my setup when i have to go back i to the office lol although i could just take my mouse with me,1
i love this series the experts are not judgemental and very professional,1
for those who are curious not only is it widely accepted that an asteroid wiped out the dinosaurs but we also know exactly where the asteroid landed its called the chicxulub crater its located on the northern coast of the yucatan peninsula and has been carbondated to have formed in that time period and it size of the crater certainly looks catastrophic enough,0
such innocence when he reads “godstiddies” he is adorable,1
i would absolutely love to attend a paleontology course that guy was running his enthusiasm is infectious,1
the way he factually states the world is a sphere makes you feel like hes heard even weirder statements before and this is just another misconception he corrects ,0
since when were pterodactyls not dinosaurs since ever that is probably one of the greatest answers,1
hearing this guy stay professional while reading the username godstiddies was the highlight of my day,1
that was cool i like that he said jurassic park was for entertainment not science i often hear people complaining that things like jurassic park arent scientifically accurate who cares i watch that kind of stuff to be entertained if i want to learn something ill watch a documentary which i also do,1
the fact that birds are technically dinosaurs is a fact that would have blown my mind as a kid which is why i try to bring it up with kids as often as i can growing up plesiosaurus was my favorite “dinosaur” although it’s technically not a dinosaur my other favorites are maiasaura and parasaurolophus,1
you can always tell when someone enjoys their job he is so enthusiastic and knowledgeable about dinosaurs what a great series,1
the biggest problem is colleges charging outrages tuition fees causing this to happen,0
so everyone who couldn’t afford college will have to pay for those who did……why not make college affordable in the first place,0
now we need to cap these institutions no more predatory pricing honestly these collegesuniversities should be paying back people the interest as well those who have and have not paid off their loans last 30 years included,0
regulate college tuition so that this doesn’t happen again please otherwise this will be pointless,0
when colleges knew about this watch them charge more tuition then you will know why college is expensive in the first place,0
he needs to find a way to get schools to lower their tuition rates and quit trying to game a broken student loan system this will just keep happening and its not going to stop idealistic young people from taking out massive debt on a useless degree the schools need to be regulated if they take govt funds then they should be subject to immediate regulation,0
the states deregulated tuition and fees so the colleges could charge more then they used that money to hire more administrators and build more buildings the students are not just paying for their education they are also paying for all the things the colleges wanted but the states did not want to give them money for nobody talks about that,0
there is no such thing as loan cancellation its merely a transfer do people not understand how this works,0
im trying to hold onto hope and positivity for new york state but every year it gets harder and harder,0
nadler shouldnt be allowed to drive much less wield power,0
funny how democrats always choose the old white man lol,0
a population of mass psychosis,0
nyof course dems did well,1
it never matter how win the question is is the state is any better under either politicians all politicians are very corrupt,0
ny democrats never cease to amaze me…picking the absolute worst representatives possible thanks jim eagle,0
i feel for civilians that just want to live a peaceful normal life in ukraine,0
to be clear its not alleged war crimes they have tried and convicted people for them already so yes war crimes are being committed in ukraine just because you dont like saying it doesnt change that its actually happening to the people it affects,0
i whole heartedly agree with the guy from nato who was saying that europe and the us will pay a high price this winter for supporting ukraine this winter but not supporting them will cost us even more the biggest threat to ukraine right now is that the rest of us will lose interest and abandon them ukraine needs to get all their territory back or russia is just going to eat them in bites and then they will move to the next nation that they want to add back to the soviet union,0
happy independence day to ukraine and glory  the reason why i support ukraine because i’m human and i support human rights and if ukraine surrenders there will be no more ukraine and it won’t save lives it will only end up in a brutal occupation like bucha irpin and mariupol massacre the main goal of russia is that they want to destroy ukraine as a nation just like rome destroyed carthage russians don’t treat ukrainians as people,0
putin is the greatest gift to nato since the end of the cold war now thats funny,1
happy independence day ukrainian people,1
what an excellent piece very good questions and thoughtful answers definitive predictions of course not events in war are hard to predict thank you for a very useful piece,1
thank you very much for your analytical comments and predictions on the war in the ucraine as such more vital weapons supply nato expanding with finland and sweden to face putins war agression and threats and moral worldwide support growing for a democratic and free ucraine as it can daily be seen,1
do you remember what happens when we give unaccounted money and weapons to countries to fight proxy wars we keep making the same mistakes over and over,0
“victory is assured…if we receive 100000000000 this time”,1
notice how the guy calling in keeps saying we in regards to ukraine weird,0
glory to our knights in shining armour the sword and shield of democracy ukraine,1
our government should be held accountable for the pointless expense on this war they already have genocidal turkey helping them and they will still lose at the end all this money could have gone to peoplegovernment took 6 months with vacations to send us measly dimes during covidbut billions they send at a whim,0
i hate to say it but i don’t think the ukrainians are going to be able to counter attack remember ukraine uses 5000 artillery shells a day russia on the other hand is using 500000 shells a day russia has the most tanks in world there isn’t a shortage of there wasn’t a shortage then how come luhansk has fallen let’s not get ahold of ourselves,0
saddakur incoming when he can’t deliver the sheer overconfidence they project as underdogs is off putting not in touch with reality,0
russia is being beaten at highspeed attrition warfare it is alarming how russia is throwing away its best lives and equipment  victory to ukraine ,0
always remember this you cant operate an army without supply trucks also fuel trucks destroy or capture all russian trucks 1 are they armored no 2 do they have heavy weapons on them no 3 is a army truck driver a high skilled soldier no 4 puncture truck tires or damage the engines,0
happy independence day ukrainians,1
to be good at something you got to be doing it all the time why do you think the americans are so good at war,0
happy independence day to ukraine and glory  the reason why i support ukraine because i’m human and i support human rights and if ukraine surrenders there will be no more ukraine and it won’t save lives it will only end up in a brutal occupation like bucha irpin and mariupol massacre the main goal of russia is that they want to destroy ukraine as a nation just like rome destroyed carthage russians don’t treat ukrainians as people,0
as a former combat planner in vietnam i agree with general hodges putins attrition strategy is not well thought out firstly they dont have the right equipment manpower or time ukraine has all of that except for equipment in sufficient quantities over time the wests resources will help ukraine fill that gap,0
europe is forever in debt for the bravery of ukraine hopefully russia shall pay to rebuild ukraina slava,0
i feel like i’m in a simulation at this point,0
i got 25 seconds in and already call bullsht i paused the video to comment but started reading other comments i was amazed because every comment shows disdain for our media including cbs news smh caused me to forget my original and now meaningless thought,0
i am so ready for the future together in faith expose the documents 818 ,1
is he just hiding documents in doughnut boxes im so confused,0
being a politician should not be a career choice term limits for everyone,0
seeing young kids behind him cheering is just insane,1
term limits is a must tired of these crooked cryptic politicians retire,0
i love how new yorkers put pride over common sense as if there were anything to be proud of they deserve exactly all the things are going through,1
wow you would think new yorkers would learn incredible,1
whats shocking is how many people like this guy pretty disgusting,0
hes more detached from the people he represents then any representative in us history,0
all of this does nothing to correct the problem of high college tuition schools will continue to leverage off government loans and at the same time increase tuition to pay for their exorbitant pensions the cycle continues,0
i didnt realize up to 250k per family is consider low income people making way less than that will be paying for his forgiveness plan this administration is insane,0
everyone knows money doesnt mean anything anymore unless you have some the govt can take,0
i’ll believe it when i see my credit report,1
yes perfect i took out loans just in case he would cancel i could have paid for school but i invested it instead best decision,1
as far as the weather this is absolutely crazy what is going on my deepest thoughts and prayers are with everyone across the globe who is in a danger zone and experiencing such hardships,0
thoughts and prayers to all of usa in waters stay safe from the typhoon belt in the pacific las islas filipinas,1
i dont care how many cops there they are not going in to protect ussoooo sad,0
it’s either floods droughts or wildfires actually it’s all of them simultaneously 2030 years from now we might actually start to think seriously about reducing emissions but i doubt it,0
thank you nbc more americans get their news now from nbc then any other source believe that,1
love the pilots to the rescue story great job folks,1
which means the taxpayers will have to foot the bill,0
going to be a lot of people upset when they realize what this does to the economy,0
biden “hey i can help you lose 5 pounds in 5 second without exercise” take out machete and cuts right arm off biden “there you’re welcome dont forget to vote for me in november”,1
so people who paid their debt off just as people who immigrated to usa legally are slapped in the face by people who cannot or will not pay their debt,0
forgiveness means the debt goes away never to be seen nor heard of again this is robbing peter to pay paul,0
this administration is starting to remind me of a time in history called the taxation without representation taxes taxes taxes biden and harris,0
thats so weird hes been screaming he wanted transparency the whole time and now he doesnt want anybody to look at the documents he stole,0
first the documents weren’t there then the documents were planted and now he wants to ban them what a joke,0
simple as this these documents do not belong to him and never did demanding they be returned when they shouldn’t have been in his home in the first place is ludicrous,0
trumps a modern day obstructionist especially about things and issues that can convict him,0
so first he never had it then the cult cried “planted documents” now he did have it but thinks it’s his………you can’t make this stuff upindict indict indict and indict ,0
this video is not for children its shocking alltimeml mr dunn respect to you,0
one asinine move after another from the trump team concerning the searchandseizure i guess trump didnt get the memo that he no longer has enablers in congress or at the doj to bail him out,0
how can reporting on this be so bad the president has the authority to declassified documents not a single one of those documents is classified… do better,0
only trump would call a search warrant unwarranted,0
these people spending all this time and money to try to find dirt on trump is getting old,0
allegedly they say this to avoid being sued learn how words work,0
if he was up to something he would have declassified them when he had the power this is as stupid as the ones getting tickled about this raid,0
they really just dont want him to rerun for presidencyhes not in the club,0
here’s one for ya… if they were so important and they did know about this since he left office… why wait 1 12 years to get the warrant especially in an election year mind blown stop being sheep,0
cosatu is trying to manipulate the people of south africacyril said before the prices rosehe said he discussed that with stake holders and labour unionswhy cosatu and saftu are marching now does this means they are not satisfied with the cost of living or they want to see how many south africans reacts,0
shluggishness to start the protest that could be a problem in our work environment as well lets try to be more in time for work and work with greater vigour to make this a nicer country to live in,0
every year during the month of june and august they is a reason for people to lose jobs these unions are getting paid for this disorder,0
i thought foreigners are the ones earning below ,0
but all of you are the same people that wanted a new south africa why you complaining when you got a new south africa,0
nelspruit strikeshutdown in july was much better n radical,1
when u are unhappy with the current situation u dont further destroy whats left of the economy but u can cut ties with the anc and put your hat in the ring in 2024 its as simple as that,0
our legal system is broken loopholes exist that allow the wealthy to avoid the sort of jail time that would have been inflicted on someone who cant afford elite lawyer representation i get sick of it but im not sure what a challenge to the status quo would look like,0
how long will we allow this clown to continue thses charade its embarrassing to the nation and democracy no one else would even come close to being tolerated,0
it is impossible to simply walk off with these documents and keep them in order to do that you have to purposely want to take them away i cant understand it mick mulvaney,0
first he wanted it out now he don’t so typical of him,0
our greatest concern is that biden remains in office for another five minutes,0
we defeated the wrong enemy now they are destroying us from within,0
if you still vote for brandon after all this you’re beyond trying to reason with,0
we are very confident biden will look into the situation as soon as he gets back from vacation,1
it is a shame that ben has to go behind joe and clean up his terrible policies,0
if you say this is the worst choice you can imagine its guaranteed that thats exactly what this administration will do,0
“leave them alone” i absolutely agree another example of the federal government f ing things up,0
if its a dangerous threat to americans and a bad deal you can be sure biden will agree to it,0
yes the airlines should pay for hotels food transportation from and to airports full refunds they make billions on all if us and we get to sleep in the airports floors  yes make them all responsible for their mess ups,0
airlines need to stop taking money for services they cannot render,0
very glad awp was requested to come help jared and doug are a registered charity and rely on donations and support to help families for free they take their efforts very seriously now after two years and 23 solved cases they offer training to local police expanded to two teams with a dive master and training ozark adventures to create a third hope they stay safe and their dedication pays off to provide answers to the family,1
“there’s no way to enter a serial number and search for the owner” how are we ever supposed to stop gun violence with a stupid law like that,0
i was just one of the persons that asked for adventures with purpose to come in and help i have watched this team for a long while now they are the very best i wish them safety and hope im praying this young lady is found soon best of luck to these men if she is in the water they will find her,1
sorry for the 16 year old my child at 16 yrs could not be out partying at 12 midnight no way no how hate me now love me later,0
just knowing that first responders took pictures and shared them with friends would cause me major distress just because they werent on social media doesnt mean the public didnt see them i hope she wins big and they are forced into reprimanding the staff along with making policy changes,0
kudos to the ukrainian freedom orchestraits quite refreshing to see this side of ukraine continue to fight with your instruments for your culturewe do appreciate every one of you stay strong,1
if you are watching this i wish you the best with everything that you do i wish you the best with everything you go through ,1
the market has been pretty bad until today it decided to surge everybody was practically crying then it kept dipping thats what you get when you feel you can navigate the process on your own big thank to hilder ferguson im not bothered with how bad the market is because my assests are insured due to her advice and i still receive my profits,0
not only on the wrong track but off the rails chuck,0
conveniently leaving out voters opinions on the media by far the worst of the institutions,0
why would they be angry they voted for it,0
if you read barbara walters how civil wars start you would know that there are two issues that lead to violence anocracy and factionalization democracies dont fight nor do authoritarian states its the transition from one system to the other where the hazards are found thats anoncracy factions in the book means when people sort themselves by ethnic or sectarian attributes rather than policy preferences and this sorting creeps into their entire lives weve been on that course since the tea party started the only cure is doubling down on democratic participation the gop is pointedly not doing that anywhere theyve got their hands on the controls we are being steered right for the ditch so im glad at least one in five of us say thats the 1 problem we face,0
wage slavery during the apocalypse polls poorly who would have guessed,0
21 making  74 struggling,0
most important issue too much money in politics we desperately need campaign finance reform,0
do a poll to see who is responsible for all of this one single man with only his own personal interest has done all of this,0
who does not have any principle is nitish,0
wtf ak47,0
good luck sri lanka team win the match ,1
this gives hope to all malaysian citizensjustice is prevail,1
it’s really unfortunate that the intended target was missed,0
rip to the toyota lancruiser also killed in the bombing it would have reach a retiring million km mark with proper motor oil transmission oil and gear cases maintenance it will be missed by the local dealership mechanic,0
i feel so bad for the victim of that bombing my heart goes out to the car,0
sucks to suck dugin unfortunate a car was destroyed in the process,0
slava ukraini i really hope that mr dugin knows what the pain is when losing your shared ones like all the parents in ukraine who lost daughters sons babiesmom and dad during that sad war,0
the ignorance of the people vilifying someone who tragically was assassinated is asinine also doesnt help when you realize that russia is using her death as a franz ferdinand moment so yeah keep vilifying til your world ends not a threat an analyzation with this russia wont stop til ukraine falls,0
i’m dead serious about this he switched cars at the last second now why would he do that felt his safety was in danger something doesn’t add up about all this,0
i feel bad for the daughter not for the father,0
the case was brought to federal court only to have another year of freedom his side clearly had no proper counter arguments from the start pity the court of having to deal with this drama,0
my salute to the judges they are not swayed by threats accusations against them justice is served,1
this is the real meaning of merdekafor rakyat,1
imagine a prime minister this corrupted can you think of the people in his circle,0
fair and transparent trial and appeal despite vile attempts to delay and frustrate justice,0
the best day of my life the best news ever whatever goes around comes around justice prevailed thank god,1
there is hope for our nation thank you to the prosecution and judiacry,1
this year merdeka is probably one of the most memorable ones after najibs final verdict the judges are our last straw of hope to bring corruptors behind the bars,1
the court had done its job now the rakyats turn if bn wins the next pru itll likely be that they ask for royal pardon to free him itll be difficult to know if agong will grant it seeing this is a serious crime of trustworthiness and integrity we do not know its our job to make sure bn has no such opportunity,0
thank god for the people who called it in and the officers who responded,1
great job to everyone that was aware and made a call to action you helped save lives unfortunately this is becoming the normal but if we are alert and step in we can avoid a tragedy,1
shows what a tremendous difference we can make by being alert and notifying the authorities when suspicious better to be safe than sorry the police aren’t able to do this on their own without us all being aware and responsible citizens massive thank you to all those involved especially those who did chose to speak up ,1
i’m grateful that someone was paying attention and called it in and everyone is safe i’m sad for the young lady though who feels like it was the only place she could go to feel accepted i hope she can find some peace and friendship in a more permanent way,1
my friends were there last night fucking props to those that called it in,0
excellent job to the grant county sheriffs office and to the people attending the concert who kept an eye out and reported it,1
this is terrifying a couple days ago i was just talking to my friend who went to a music festival where the security didnt even check bags she was kinda scared how an event like that could easily be the target of mass shooting,0
so sorry about mr engles son condolences to the family,0
dear richard engel and his wife my sincere condolences on your loss your pain cannot be imagined but your bravery and courage in sharing your sons struggles is felt and now his legacy may hold a cure down the road for other families so they will never have to endure your heartbreak sending you blessings and hugs please stay safe and strong,1
ill be so glad when the whole trump drama is over 5 years of a bad play is too much for any audience member to endure,0
two of the most important jobs are sadly also the most underappreciated teachers and nurses deserve so much more more money more respect more support,1
so sorry for richard and his family i hope they find the strength they need to go through this process,0
my condolences to richard and his family he is a great journalist,1
when money plays out those millionaires have many ways to evade prosecution but when poor people get in trouble they are doomed,0
rest in peace henry and fly high with the angels  ,1
i heart goes out to richard engel i am literally crying my eyes out right now and yes i’m a man it is so sad for our own richard to lose his son i’m so sorry for your lost richard i hope you take some time off and be with your family god bless you and your family ,0
airlines intentionally mislead customers it’s discussing they got a high amount of money from the government and now they over books all flights,0
thank you pete planning a trip and missing a wedding or a funeral no excuse for over selling every flight they need to factor weather in the schedule,0
my condolence to richard and family,1
investing in crypto now should be in every wise individuals list in some months time youll be ecstatic with the decision you made today,1
i worried because my grass is dead wow you arent ready for this world lady,0
all wars are terrible but honourable in defence of ones country slava ukraine,0
you’re in the middle of a ground invasionoccupation of a neighboring country and don’t feel even a little ridiculous complaining that someone ruined your navy parade ,0
proud of my ukrainian blood even more proud of the strength of cousins ive never met im with you in mind and spirit ,1
glory to ukraine  from  the brave stand against evil,1
as a romanian im eagerly awaiting to vacation in friendly sovereign and free ukrainian crimea slava ukraini,1
ukraine amazing people amazing army cant wait to visit this country once its liberated,1
how dare they defend themselves after being invaded whats the world coming too ,0
happy first day of school stay safe everyone god bless to all ,1
no need na mag asukal diet is the key,1
miss tharine sir chandana thank you swarnawhine ,1
mokakdaratatakarapusewayaratakewawensakaraekadakarapusewaya,1
gota pohora natey kala rata kawa ,0
welcome sri lanka crekets team u a e ,1
the cdc was only partly to blame our forprofit healthcare system also failed us as iit does every day,0
lester you are the only news i listen to these days it is such a relief to have one outlet to hear the current news reported in a neutral factual way everywhere else there is no reporting just drama and opinions about current events thank you thank you thank you,1
in a heartbeat ill vote for her,1
interesting news coverage and very informative definitely things to know about,1
cdc couldve responded whatever way they wanted but as we all saw during the pandemic too many people would have simply not cared heck it was too much for them to even wear a mask,0
what a great story by a honorable and honest man i believe himand am also someone who has had contact much love and peace to all,1
didn’t need the cdc to make that announcement we knew they didn’t do their job,0
a country is not great until it can protect all its people with free healthcare is pence feeling the heat getting closer sorry about cheney wyoming got its priority really wrong,0
liz liz displays common sense and a desire to do the right thing,1
jab baap se pala padta h tb bhagne k lia raste km pad jate,1
006 this is how we ukrainians feel when your missiles fly over us all the time watching our fellow friends and family die at your hands,0
it was a beautiful car explosion a perfect car explosion people tell me theyve never seen such as perfect car explosion,1
someone wanted to take him out but ended up hurting him one million times more,0
it hurt ha now the father can feel the pain he likes to influenced,0
he has lost what is most precious to himself his no claims bonus,0
well he now knows how the families of the victims of the novichok attack feel in britain,0
